Critère/colonne,Libellé clair,Rôle actuel,Famille,Sens,Poids interne/règle,Poids effectif CT %,Poids effectif MT %,Poids effectif LT %,historical_status,source_bucket,research_phase,availability_note
ohlcv_n_sessions,OHLCV sessions,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,A_OHLCV_2010_2026,OHLCV gouverné,SCREEN_NOW,Recalculable à J0 sans look-ahead.
ohlcv_last,Dernier OHLCV,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,A_OHLCV_2010_2026,OHLCV gouverné,SCREEN_NOW,Recalculable à J0 sans look-ahead.
ohlcv_perf_1y,OHLCV perf 1 an,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,A_OHLCV_2010_2026,OHLCV gouverné,SCREEN_NOW,Recalculable à J0 sans look-ahead.
sector_bucket,Secteur,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
per_sector_median,PER médian secteur,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Fundamentaux/valorisation,DO_NOT_BACKFILL,Historique PIT non démontré dans le corpus actuel.
per_sector_n,PER N secteur,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Fundamentaux/valorisation,DO_NOT_BACKFILL,Historique PIT non démontré dans le corpus actuel.
per_universe_median,PER médian univers,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Fundamentaux/valorisation,DO_NOT_BACKFILL,Historique PIT non démontré dans le corpus actuel.
roa,ROA,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Fundamentaux/valorisation,DO_NOT_BACKFILL,Historique PIT non démontré dans le corpus actuel.
per_vs_sector,PER vs secteur,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Fundamentaux/valorisation,DO_NOT_BACKFILL,Historique PIT non démontré dans le corpus actuel.
dividend_cagr_3y,CAGR dividende 3 ans,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Fundamentaux/valorisation,DO_NOT_BACKFILL,Historique PIT non démontré dans le corpus actuel.
consensus_dispersion,Dispersion consensus,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
news_polarity,Polarité news,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
news_materiality,Matérialité news,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
corporate_event,Événement corporate,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
insider_signal,Insider signal,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
scenario_proba_bch,Probabilités scénarios,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
ter,TER,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
spread_est_bps,Spread estimé,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
decision_horizon,Horizon décision,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
macro_vix,VIX,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
macro_curve_10y2y,Courbe 10Y2Y,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
alt_data_note,Note alt data,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
consensus_rating,Consensus rating,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_score,Consensus score,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
n_analysts,N analystes,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
upgrades_30d,Upgrades 30j,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
downgrades_30d,Downgrades 30j,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_period,Période consensus,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus,Consensus,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
strong_buy,Strong buy,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
buy_n,Buy N,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
hold_n,Hold N,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
sell_n,Sell N,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
strong_sell,Strong sell,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_score_prev,Consensus score prev,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_period_prev,Période consensus prev,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_delta,Consensus delta,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_delta_label,Consensus delta label,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
delta_buy,Delta buy,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
delta_sell,Delta sell,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
n_analysts_prev,N analystes prev,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
per_ttm_yf,PER TTM Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Fundamentaux/valorisation,DO_NOT_BACKFILL,Historique PIT non démontré dans le corpus actuel.
per_forward_yf,PER forward Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Fundamentaux/valorisation,DO_NOT_BACKFILL,Historique PIT non démontré dans le corpus actuel.
sector_yf,Secteur Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
industry_yf,Industrie Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
recommendation_key_yf,Reco Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
recommendation_mean_yf,Moyenne reco Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
n_analysts_yf,N analystes Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_mean_yf,Objectif moyen Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_high_yf,Objectif haut Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_low_yf,Objectif bas Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
current_price_yf,Prix courant Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Référentiel enrichi,AUDIT_SOURCE,Disponibilité historique à auditer avant test.
average_rating_yf,Rating moyen Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_score_yf,Consensus score Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
n_analysts_counts_yf,N analystes counts Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
strong_buy_yf,Strong buy Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
buy_yf,Buy Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
hold_yf,Hold Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
sell_yf,Sell Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
strong_sell_yf,Strong sell Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_score_prev_yf,Consensus score prev Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_delta_yf,Consensus delta Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_delta_label_yf,Consensus delta label Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
delta_buy_yf,Delta buy Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
delta_sell_yf,Delta sell Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_rating_yf,Consensus rating Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
upside_pct_yf,Upside Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
sector_yahoo,Secteur Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
industry_yahoo,Industrie Yahoo,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
v182_ticker_market_symbol,Ticker marché v182,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
v182_ticker_canonical_mic,MIC v182,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
v182_ticker_venue,Venue v182,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
v182_ticker_validation_confidence_pct,Confiance ticker v182,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Référentiel enrichi,AUDIT_SOURCE,Disponibilité historique à auditer avant test.
mm100,MM100,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,A_OHLCV_2010_2026,OHLCV gouverné,SCREEN_NOW,Recalculable à J0 sans look-ahead.
macd,MACD,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,A_OHLCV_2010_2026,OHLCV gouverné,SCREEN_NOW,Recalculable à J0 sans look-ahead.
macd_signal,Signal MACD,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,A_OHLCV_2010_2026,OHLCV gouverné,SCREEN_NOW,Recalculable à J0 sans look-ahead.
bb_mid,Bollinger médiane,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,A_OHLCV_2010_2026,OHLCV gouverné,SCREEN_NOW,Recalculable à J0 sans look-ahead.
perf_6m_pct,Performance 6 mois,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,A_OHLCV_2010_2026,OHLCV gouverné,SCREEN_NOW,Recalculable à J0 sans look-ahead.
positive_reversal_flag,Retournement positif,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,A_OHLCV_2010_2026,OHLCV gouverné,SCREEN_NOW,Recalculable à J0 sans look-ahead.
volume,Volume,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,A_OHLCV_2010_2026,OHLCV gouverné,SCREEN_NOW,Recalculable à J0 sans look-ahead.
relative_strength,Force relative,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
market_cap,Capitalisation,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,B_EXTERNAL_HIST_RECONSTRUCTIBLE,Euronext/indices/macro/benchmark/market data,ENRICH_THEN_SCREEN,Reconstructible mais nécessite une série historique externe PIT.
debt_to_equity,Debt/equity,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Fundamentaux/valorisation,DO_NOT_BACKFILL,Historique PIT non démontré dans le corpus actuel.
