isin;name;asset_class;pea_type;pea_confidence;provider;country_domicile;region_domicile;category;morningstar_category;geo_exposure;style_factor;distribution_policy;replication_hint;dividend_yield_pct;dividend_data_status;morningstar_rating;perf_1y_pct;perf_3y_pct;perf_5y_pct;rank_cat_1y;rank_cat_3y;rank_cat_5y;perf_data_status;perf_as_of;source;as_of_date;eligible_pea_note;data_enrichment_note;enrichment_as_of;ticker_euronext;ticker_yahoo;mic;currency;mapping_status;ter_pct;aum_m;holdings;volatility_1y_pct;max_drawdown_1y_pct;source_name;source_url;evidence_note;mapping_as_of;original_isin;isin_checksum_before;isin_correction_status;isin_validation_source;isin_validation_as_of;official_benchmark;distribution_frequency;fund_total_assets_eur_m;risk_indicator;tracking_error_1y_pct;tracking_error_3y_pct;tracking_error_5y_pct;official_exchange;isin_checksum_after;ticker_validation_as_of;ticker_validation_wave;ticker_primary;primary_exchange;primary_mic;trading_currency;ticker_identity_status;ticker_confidence_pct;ticker_source_url_final;ticker_source_type;ticker_validated_as_of;ticker_yahoo_final;ticker_yahoo_status;referential_status;referential_actualised_as_of;yahoo_ticker;euronext_symbol;euronext_mic;mm20;mm50;mm100;mm200;rsi14;macd;macd_signal;macd_hist;atr14;bb_mid;bb_upper;bb_lower;rvol20;volatility_20d;volatility_60d;max_drawdown_1y;perf_1m_pct;perf_3m_pct;perf_6m_pct;positive_reversal_flag;last_close;volume;relative_strength
FR0010717090;Amundi MSCI EMU High Dividend ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;France;Europe;Actions Zone Euro Grandes Cap.;Actions Zone Euro Grandes Cap.;Eurozone;Dividend;ACC;PHYSICAL_FULL;0.0;OK;;20.928936650237205;50.361817609270965;58.38463957542006;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;FR0010717090.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;FR0010717090;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;CD8;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTCD8/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;CD8.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;CD8.PA;CD8;XPAR;214.03250122070312;209.2270001220703;204.03110000610351;196.0132598876953;68.18181818181819;2.042024749373013;2.1182647869593825;-0.07624003758636944;1.6821441650390625;214.03250122070312;217.88685923757828;210.17814320382797;0.05407087563698604;6.221182630605193;7.869081763113836;-6.241278111427495;2.953793419398054;8.233998868009728;10.979870967944173;False;216.10000610351562;139.0;-1.918
LU2109787635;Amundi MSCI EMU SRI ClmtPrsAlgdETFDRC;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Zone Euro Grandes Cap.;Actions Zone Euro Grandes Cap.;Eurozone;ESG_Climate;UNKNOWN;PHYSICAL_FULL;;MISSING;;22.582764962127367;50.924558269465;46.69;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-04-30;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU2109787635.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU2109787635;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;EESG;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTEESG/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;EESG.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;EESG.PA;EESG;XPAR;109.59899940490723;109.59879989624024;105.8732999420166;102.0517000579834;65.46186984670726;0.42788434889607174;0.13373904584353644;0.2941453030525353;1.005713871547154;109.59899940490723;111.70280808007416;107.4951907297403;0.016592592592592593;11.291279158593284;12.099821137443406;-9.519212624106554;1.7655646977602135;6.8411960464196175;10.888540019519866;True;111.81999969482422;14.0;-0.264
LU1598689153;Amundi MSCI EMU SmCap ESG Brd Trnstn ETF DIS;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Zone Euro Petites Cap.;Actions Zone Euro Petites Cap.;Eurozone;ESG_Climate;DIST;PHYSICAL_FULL;;DIST_YIELD_NOT_FETCHED;;16.961503441130787;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1598689153.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1598689153;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;MMS;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTMMS/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;MMS.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;MMS.PA;MMS;XPAR;440.9749984741211;441.3661993408203;430.03869873046875;412.6913436889648;71.69815271387218;2.1924223259738937;0.9641328367116678;1.228289489262226;3.8178536551339284;440.9749984741211;449.7162196231644;432.23377732507777;0.03922301083302204;8.325198613267869;11.643131395123477;-9.64525655419518;2.6433201671353324;4.341151084377226;8.498440936152951;False;448.5;21.0;-5.885
LU1598690169;Amundi MSCI EMU Value Factor ETF Dis;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Zone Euro Grandes Cap.;Actions Zone Euro Grandes Cap.;Eurozone;Value;DIST;PHYSICAL_FULL;3.53;DIST_YIELD_NOT_FETCHED;;27.627945354710626;69.46;107.47;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-05-27;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1598690169.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1598690169;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;VAL;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTVAL/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;VAL.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;VAL.PA;VAL;XPAR;193.4360008239746;188.97640045166017;182.27140045166016;174.96230644226074;72.08431698096062;2.471938708151896;2.173123222187604;0.2988154859642922;1.6742869785853796;193.4360008239746;198.92016636026085;187.95183528768837;0.028747197148278045;9.49119534592921;11.307369087771422;-8.807128389360763;3.7398859830737985;11.292681465094766;12.012245800804266;False;197.5;50.0;4.781
FR0010405431;Amundi MSCI Greece ETF Dist;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;France;Europe;Actions Secteur Autres;Actions Secteur Autres;Other_or_Mixed;Blend_or_Broad;DIST;PHYSICAL_FULL;2.56;OK;;26.847349942275066;128.31702078375656;228.99187852516638;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-06-30;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;FR0010405431.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;FR0010405431;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;GRE;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTGRE/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;GRE.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;GRE.PA;GRE;XPAR;2.837999999523163;2.7601000022888185;2.5976799941062927;2.4790865278244016;70.67358055730149;0.05236106985909039;0.04554523043061491;0.006815839428475481;0.04853573867252895;2.837999999523163;2.990897284253306;2.6851027147930195;0.0020615397734274083;21.803089306318768;20.135354735703924;-16.969813964667026;3.8815996981778067;18.308438949298854;12.27969916872298;False;2.930500030517578;440.0;4.001
LU2195226068;Amundi S&P Eurozone ClmtPrsAlgdETFAcc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Zone Euro Grandes Cap.;Actions Zone Euro Grandes Cap.;Eurozone;ESG_Climate;ACC;PHYSICAL_FULL;0.0;OK;;20.553414689735504;67.21405667531609;60.974259629691076;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;2026-06-30;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU2195226068.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU2195226068;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;EPAB;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTEPAB/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;EPAB.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;EPAB.PA;EPAB;XPAR;42.38325023651123;42.04860023498535;40.34735008239746;39.42148101806641;71.09946330621904;0.43071879301007243;0.2607194484247061;0.1699993445853663;0.49035671779087614;42.38325023651123;43.74879682946;41.01770364356246;0.1028386278791294;14.083739276617033;15.052446240968804;-11.13031116801566;4.10128011839892;12.45665417504811;9.681868376119995;False;43.78499984741211;292.0;-2.293
LU1834983477;Amundi STOXX Europe 600 Banks ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Secteur Finance;Actions Secteur Finance;Europe;Blend_or_Broad;ACC;UNKNOWN_CHECK_KIID;;ACC_NO_DISTRIBUTION_EXPECTED;;47.22326009676492;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1834983477.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1834983477;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;BNK;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTBNK/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;BNK.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;BNK.PA;BNK;XPAR;72.65400085449218;69.71326019287109;65.28137020111085;61.81568008422852;68.99914245226216;1.5077734786387538;1.3736440915416603;0.13412938709709343;1.174999782017299;72.65400085449218;75.87957954809443;69.42842216088994;0.08371050862648442;19.150453070294187;20.25310435151614;-15.740230130815325;5.763816262759969;21.749430035614694;17.769828646312867;True;75.05000305175781;1868.0;24.376
LU1834986900;Amundi STOXX Europe 600 Hlthcare ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Secteur Santé;Actions Secteur Santé;Europe;Blend_or_Broad;ACC;UNKNOWN_CHECK_KIID;;ACC_NO_DISTRIBUTION_EXPECTED;;17.92162170846241;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1834986900.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1834986900;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;HLT;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTHLT/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;HLT.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;HLT.PA;HLT;XPAR;154.0890007019043;152.7309197998047;150.52047943115235;151.3932551574707;56.30962234093765;0.03630797663012686;0.31272789908734505;-0.2764199224572182;2.602858407156808;154.0890007019043;158.1813734158468;149.9966279879618;0.10409460394327222;17.366261062633328;19.284485511414964;-12.406096906769404;0.02578880942778472;5.715104854134512;-1.208785100422416;False;155.1199951171875;963.0;-4.925
LU1834987890;Amundi STOXX Europe 600 Indstr ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Act. Secteur Matériaux & Industrie;Act. Secteur Matériaux & Industrie;Other_or_Mixed;Blend_or_Broad;ACC;UNKNOWN_CHECK_KIID;;ACC_NO_DISTRIBUTION_EXPECTED;;18.93312982167967;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1834987890.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1834987890;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;IND;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTIND/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;IND.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;IND.PA;IND;XPAR;152.510001373291;151.492900390625;148.08294021606446;145.51107986450197;76.79558523386845;1.8574372893757243;1.0442517970513667;0.8131854923243576;2.0271410260881697;152.510001373291;159.46471891471316;145.55528383186885;0.04537499189732287;13.948005947468051;19.782430246499143;-13.389219179644963;4.86221251420782;8.935016998604173;4.463630932559792;False;158.3000030517578;35.0;-3.914
LU1834987973;Amundi STOXX Europe 600 Ins ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Secteur Finance;Actions Secteur Finance;Europe;Blend_or_Broad;ACC;UNKNOWN_CHECK_KIID;;ACC_NO_DISTRIBUTION_EXPECTED;;14.196910607706359;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1834987973.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1834987973;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;INS;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTINS/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;INS.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;INS.PA;INS;XPAR;96.92099990844727;93.300419921875;90.24312004089356;87.50430992126465;53.56574581894509;1.0962094774947957;1.310947066840069;-0.2147375893452732;0.8328584943498883;96.92099990844727;98.50421322327253;95.33778659362201;0.15805549029240268;8.99393641165202;10.680680936031157;-7.773103837855766;1.5706806282722585;11.271704858126652;12.414238058359462;False;97.0;370.0;-8.65
LU1834988518;Amundi STOXX Europe 600 Tech ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Secteur Technologies;Actions Secteur Technologies;Europe;Blend_or_Broad;ACC;UNKNOWN_CHECK_KIID;;ACC_NO_DISTRIBUTION_EXPECTED;;27.620679735480415;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1834988518.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1834988518;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;TNO;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTTNO/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;TNO.PA;CONFIRMED_BY_LISTING_SOURCE;IDENTITY_FINAL_VALIDATED;2026-08-06;TNO.PA;TNO;XPAR;114.30700035095215;117.42344039916992;109.95991996765137;104.32870498657226;65.52438394452966;0.13632276305217772;-0.6485106893077324;0.7848334523599101;2.3657133919852122;114.30700035095215;119.07774006860986;109.53626063329445;0.015102588305429977;22.78581908771639;26.7387875148277;-14.889808939861904;1.1762676926420523;11.038349161769357;20.484373908568077;True;118.69999694824219;76.0;4.774
LU1834988609;Amundi STOXX Europe 600 Telecoms ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Secteur Communication;Actions Secteur Communication;Europe;Blend_or_Broad;ACC;UNKNOWN_CHECK_KIID;;ACC_NO_DISTRIBUTION_EXPECTED;;17.53844190061502;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1834988609.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1834988609;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;TELE;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTTELE/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;TELE.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;TELE.PA;TELE;XPAR;51.980499839782716;53.91785987854004;54.79033992767334;51.38486000061035;55.9863418877773;-0.3761045207115714;-0.6503215510787955;0.2742170303672241;0.8064278193882534;51.980499839782716;53.626989254372454;50.33401042519298;0.026787121172330477;22.464637552005854;20.42815729952211;-15.574865760459321;-0.5646512912279689;-7.9183573816681285;2.666255282108043;True;52.83000183105469;51.0;-5.308
LU1834988864;Amundi STOXX Europe 600 Utilts ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Actions Secteur Services Publics;Actions Secteur Services Publics;Europe;Blend_or_Broad;ACC;UNKNOWN_CHECK_KIID;;ACC_NO_DISTRIBUTION_EXPECTED;;30.38249885260951;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1834988864.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1834988864;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;UTI;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTUTI/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;UTI.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;UTI.PA;UTI;XPAR;105.12599983215333;103.96487991333008;103.31699974060058;98.34692985534667;38.05308838273867;-0.24343180912823925;0.010621644257591753;-0.254053453385831;1.3142852783203125;105.12599983215333;107.98643408595373;102.26556557835292;0.016762652809540344;14.128278760426074;13.974679947492033;-7.257416877798306;-0.6679432798212814;1.581789689749069;5.094188600257898;False;104.0999984741211;70.0;7.536
LU1834983550;Amundi STOXX Eurp 600 Basic Res ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Act. Secteur Matériaux & Industrie;Act. Secteur Matériaux & Industrie;Other_or_Mixed;Blend_or_Broad;ACC;UNKNOWN_CHECK_KIID;;ACC_NO_DISTRIBUTION_EXPECTED;;70.16998351205595;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1834983550.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1834983550;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;BRES;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTBRES/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;BRES.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;BRES.PA;BRES;XPAR;131.90899925231935;134.56265991210938;133.74779029846192;123.85868034362792;79.01933384420875;1.8111657190011385;0.24711243443706965;1.564053284564069;3.1385705130440846;131.90899925231935;141.00470698798975;122.81329151664893;0.013745556856133417;24.906542502282946;29.65774312437357;-18.35054144039291;8.96820276552248;-3.7609015616868025;8.237652839219955;False;140.4600067138672;64.0;47.323
LU1834983634;Amundi STOXX Eurp 600 Bsc Mtrls ETF Acc;ETF;PEA_LISTED_LMF;HIGH_LISTED_LESMEILLEURSFONDS;Amundi;Luxembourg;Europe;Act. Secteur Matériaux & Industrie;Act. Secteur Matériaux & Industrie;Other_or_Mixed;Blend_or_Broad;ACC;UNKNOWN_CHECK_KIID;;ACC_NO_DISTRIBUTION_EXPECTED;;40.058922187380965;;;;;;CATEGORY_ONLY_FROM_LMF_PERF_MISSING;;lesmeilleursfonds_screenshots_oct2025;2026-07-31;"Listed on lesmeilleursfonds PEA ETF universe (data Oct 2025; confirm eligibility with broker)";Enriched replication 100% from justetf.com/amundietf.fr + perfs Boursorama/JustETF/BorsaItaliana/Investing.com (free) + obligations identified (no perf);2026-07-31;;LU1834983634.PA;XPAR_CANDIDATE;EUR;CANDIDATE_NOT_VERIFIED;;;;;;;;ISIN.PA is only a technical Yahoo candidate and must not be used until verified.;2026-08-06;LU1834983634;VALID;UNCHANGED_VALID;ISO 6166 checksum;2026-08-06;;;;;;;;;VALID;;;CHM;Euronext Paris;XPAR;EUR;FINAL_VALIDATED;100;https://www.boursorama.com/bourse/trackers/cours/1rTCHM/;OFFICIAL_OR_MARKET_PAGE;2026-08-06;CHM.PA;DERIVED_FORMAT_REQUIRES_LIVE_TEST;IDENTITY_FINAL_VALIDATED;2026-08-06;CHM.PA;CHM;XPAR;200.38400115966797;201.06738067626952;198.24046035766602;186.15012504577638;77.84785345295785;2.3190559237483512;0.8253734789617133;1.493682444786638;2.8092858450753346;200.38400115966797;209.5869355915366;191.18106672779936;0.04305705059203444;17.273470793797202;18.760427224701154;-13.583680971279644;6.800810309313454;1.021536707780779;10.453719221332914;False;209.64999389648438;2.0;17.212
