criterion_id,name,description,family,horizon,direction,weight_default,source,frequency,pit_required,status,missing_policy,decision_role,provenance,source_row_id
V15_C098,MM100,MM100,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C098
V15_C099,MM200,MM200,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C099
V15_C100,Pente MM20,Pente MM20,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C100
V15_C101,Pente MM50,Pente MM50,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C101
V15_C102,RSI14,RSI14,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C102
V15_C103,MACD,MACD,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C103
V15_C104,Retournement positif,Retournement positif,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C104
V15_C105,ATR %,ATR %,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C105
V15_C106,Volatilité 20 jours,Volatilité 20 jours,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C106
V15_C107,Volatilité 60 jours,Volatilité 60 jours,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C107
V15_C108,Distance plus haut 52 semaines,Distance plus haut 52 semaines,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C108
V15_C109,Force relative vs benchmark,Force relative vs benchmark,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C109
V15_C110,Support principal,Support principal,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C110
V15_C111,Résistance principale,Résistance principale,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C111
V15_C112,Breakout,Breakout,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C112
V15_C113,Retest réussi,Retest réussi,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C113
V15_C114,Gap,Gap,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C114
V15_C115,Divergence RSI/MACD,Divergence RSI/MACD,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C115
V15_C116,Proxy performances 1/3/5 ans,Proxy performances 1/3/5 ans,08 Technique,MULTI,GOVERNED_RULE,0.6423,OHLCV/calcul interne,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C116
V15_C117,Polarité news,Polarité news,09 News & Événements,MULTI,GOVERNED_RULE,0.4447,Finnhub/GDELT/AMF,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C117
V15_C118,Matérialité news,Matérialité news,09 News & Événements,MULTI,GOVERNED_RULE,0.4447,Finnhub/GDELT/AMF,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C118
V15_C119,Nouveauté,Nouveauté,09 News & Événements,MULTI,GOVERNED_RULE,0.4447,Finnhub/GDELT/AMF,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C119
V15_C120,Accélération newsflow,Accélération newsflow,09 News & Événements,MULTI,GOVERNED_RULE,0.4447,Finnhub/GDELT/AMF,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C120
V15_C121,Fiabilité source,Fiabilité source,09 News & Événements,MULTI,GOVERNED_RULE,0.4447,Finnhub/GDELT/AMF,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C121
V15_C122,BNIS,BNIS,09 News & Événements,MULTI,GOVERNED_RULE,0.4447,Finnhub/GDELT/AMF,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C122
V15_C123,SIC,SIC,09 News & Événements,MULTI,GOVERNED_RULE,0.4447,Finnhub/GDELT/AMF,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C123
V15_C124,NFA,NFA,09 News & Événements,MULTI,GOVERNED_RULE,0.4447,Finnhub/GDELT/AMF,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C124
V15_C125,RTEWS,RTEWS,09 News & Événements,MULTI,GOVERNED_RULE,0.4447,Finnhub/GDELT/AMF,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C125
V15_C126,Résultats,Résultats,09 News & Événements,MULTI,GOVERNED_RULE,0,AMF/émetteur/Reuters,Événementiel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C126
V15_C127,Guidance,Guidance,09 News & Événements,MULTI,GOVERNED_RULE,0,AMF/émetteur/Reuters,Événementiel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C127
V15_C128,Profit warning,Profit warning,09 News & Événements,MULTI,GOVERNED_RULE,0,AMF/émetteur/Reuters,Événementiel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C128
V15_C129,OPA/M&A,OPA/M&A,09 News & Événements,MULTI,GOVERNED_RULE,0,AMF/émetteur/Reuters,Événementiel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C129
V15_C130,Rachats annoncés,Rachats annoncés,09 News & Événements,MULTI,GOVERNED_RULE,0,AMF/émetteur/Reuters,Événementiel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C130
V15_C131,Transactions initiés,Transactions initiés,09 News & Événements,MULTI,GOVERNED_RULE,0,AMF/émetteur/Reuters,Événementiel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C131
V15_C132,Dividende exceptionnel,Dividende exceptionnel,09 News & Événements,MULTI,GOVERNED_RULE,0,AMF/émetteur/Reuters,Événementiel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C132
V15_C133,Litiges/réglementaire,Litiges/réglementaire,09 News & Événements,MULTI,GOVERNED_RULE,0,AMF/émetteur/Reuters,Événementiel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C133
V15_C134,Taux directeur BCE,Taux directeur BCE,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C134
V15_C135,Taux Fed,Taux Fed,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C135
V15_C136,Taux 10 ans US,Taux 10 ans US,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C136
V15_C137,Taux réel US,Taux réel US,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C137
V15_C138,Pente 10-2 ans,Pente 10-2 ans,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C138
V15_C139,Inflation zone euro,Inflation zone euro,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C139
V15_C140,Inflation US,Inflation US,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C140
V15_C141,Anticipations inflation,Anticipations inflation,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C141
V15_C142,Spread high yield,Spread high yield,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C142
V15_C143,Conditions financières,Conditions financières,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C143
V15_C144,Stress financier,Stress financier,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C144
V15_C145,VIX,VIX,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C145
V15_C146,Dollar DXY,Dollar DXY,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C146
V15_C147,Liquidité Fed,Liquidité Fed,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C147
V15_C148,Chômage/emploi US,Chômage/emploi US,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C148
V15_C149,Brent,Brent,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C149
V15_C150,WTI,WTI,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C150
V15_C151,Stocks brut US,Stocks brut US,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C151
V15_C152,Stocks essence US,Stocks essence US,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C152
V15_C153,Or,Or,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C153
V15_C154,SPY,SPY,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C154
V15_C155,QQQ,QQQ,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C155
V15_C156,FEZ,FEZ,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C156
V15_C157,HYG,HYG,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C157
V15_C158,USO/XLE,USO/XLE,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C158
V15_C159,SMH,SMH,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C159
V15_C160,ITA,ITA,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C160
V15_C161,Régime géopolitique,Régime géopolitique,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C161
V15_C162,Macro Regime Score,Macro Regime Score,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C162
V15_C163,Energy Transmission Score,Energy Transmission Score,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C163
V15_C164,Cross-Market Lead/Lag,Cross-Market Lead/Lag,10 Macro & Intermarchés,MULTI,GOVERNED_RULE,0.3953,FRED/EIA/Finnhub/BCE/Reuters,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C164
V15_C165,Bêta,Bêta,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C165
V15_C166,Drawdown max 1 an,Drawdown max 1 an,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C166
V15_C167,Drawdown max 3 ans,Drawdown max 3 ans,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C167
V15_C168,VaR indicative,VaR indicative,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C168
V15_C169,Expected shortfall,Expected shortfall,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C169
V15_C170,Scénario baissier B,Scénario baissier B,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C170
V15_C171,Scénario central C,Scénario central C,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C171
V15_C172,Scénario haussier H,Scénario haussier H,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C172
V15_C173,Probabilités B/C/H,Probabilités B/C/H,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,BLOCK_COMMITTEE,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C173
V15_C174,Ratio asymétrie,Ratio asymétrie,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C174
V15_C175,Expected value,Expected value,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C175
V15_C176,Opportunité nette,Opportunité nette,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C176
V15_C177,Invalidation prix,Invalidation prix,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C177
V15_C178,Invalidation événement,Invalidation événement,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C178
V15_C179,Horizon invalidation,Horizon invalidation,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C179
V15_C180,Risque de retournement,Risque de retournement,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C180
V15_C181,ROS,ROS,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C181
V15_C182,EOS,EOS,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C182
V15_C183,GPS,GPS,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C183
V15_C184,Actionability Score,Actionability Score,11 Risque & Opportunité,MULTI,GOVERNED_RULE,0.6917,Calcul interne/Comité,Hebdo,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C184
V15_C185,Corrélation portefeuille,Corrélation portefeuille,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C185
V15_C186,Concentration géographique,Concentration géographique,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C186
V15_C187,Concentration sectorielle,Concentration sectorielle,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C187
V15_C188,Concentration devise,Concentration devise,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C188
V15_C189,Contribution au risque,Contribution au risque,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C189
V15_C190,Taille position suggérée,Taille position suggérée,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C190
V15_C191,Poids maximum,Poids maximum,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C191
V15_C192,Budget de risque,Budget de risque,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C192
V15_C193,Poche défensive,Poche défensive,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C193
V15_C194,Turnover portefeuille,Turnover portefeuille,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C194
